"rules","support","confidence","coverage","lift","count"
"{뒤꿈치높이들어뛰기,버피테스트} => {순간반응콘찍기}",0.0100535752163074,0.982733709001589,0.0102302130518362,41.3627656608178,13603
"{버피테스트,순간반응콘찍기} => {뒤꿈치높이들어뛰기}",0.0100535752163074,0.937426779684377,0.0107246511772284,65.6820590170745,13603
"{뒤꿈치높이들어뛰기,순간반응콘찍기} => {맨몸운동루틴프로그램}",0.01177930469731,0.922177862639588,0.0127733544411851,10.2506792351743,15938
"{뒤꿈치높이들어뛰기,맨몸운동루틴프로그램} => {순간반응콘찍기}",0.01177930469731,0.999372962126913,0.0117866954017254,42.0631034242318,15938
"{맨몸운동루틴프로그램,순간반응콘찍기} => {뒤꿈치높이들어뛰기}",0.01177930469731,0.870833788656977,0.0135264672211173,61.0161321824925,15938
"{뒤꿈치높이들어뛰기,버피테스트} => {맨몸운동루틴프로그램}",0.0100572705685152,0.983094928478544,0.0102302130518362,10.9278168321187,13608
"{뒤꿈치높이들어뛰기,맨몸운동루틴프로그램} => {버피테스트}",0.0100572705685152,0.853273137697517,0.0117866954017254,13.981327168121,13608
"{발바꿔뛰기,크런치사이클} => {버피테스트}",0.0118694712911782,0.844996316952541,0.0140467728119635,13.8457071261499,16060
"{몸통들어올리기,크런치사이클} => {버피테스트}",0.00890210346838368,0.90543486431632,0.00983185408384459,14.8360243726756,12045
"{크런치사이클,팔굽혀펴기} => {버피테스트}",0.00834632249634345,0.874274212278393,0.00954657289340904,14.3254407721068,11293
"{앉았다일어서기,크런치사이클} => {버피테스트}",0.010193259529759,0.817885311035996,0.0124629448557371,13.4014790978319,13792
"{크런치사이클,팔굽혀펴기} => {앉았다일어서기}",0.00821550702819036,0.860571340094449,0.00954657289340904,4.17011758404054,11116
"{넙다리안쪽스트레칭,배스트레칭} => {허리스트레칭}",0.0104297620710528,0.913457181694608,0.0114178992513955,24.0528199503565,14112
"{넙다리안쪽스트레칭,배스트레칭} => {넙다리뒤쪽스트레칭}",0.010838468025226,0.949252378794744,0.0114178992513955,23.6439542060419,14665
"{배스트레칭,엉덩이스트레칭} => {허리스트레칭}",0.0158449311962372,0.925810769961567,0.0171146542148079,24.3781101120418,21439
"{넙다리뒤쪽스트레칭,배스트레칭} => {허리스트레칭}",0.0130098569824789,0.926083754208754,0.0140482509528466,24.385298233257,17603
"{배스트레칭,옆구리스트레칭} => {허리스트레칭}",0.0138546144971623,0.916809311879493,0.0151117733182267,24.1410870146514,18746
"{옆구리스트레칭,허리스트레칭} => {배스트레칭}",0.0138546144971623,0.868393014314171,0.0159543136215856,28.5542792391262,18746
"{고정식트레드밀에서걷기,벽에서팔굽혀펴기} => {고정식자전거타기}",0.00865747115223299,0.937269963194111,0.00923690237840259,33.2147942947999,11714
"{고정식자전거타기,벽에서팔굽혀펴기} => {고정식트레드밀에서걷기}",0.00865747115223299,0.800792999726552,0.0108111224188889,34.8284721656384,11714
"{넙다리안쪽스트레칭,허리스트레칭} => {넙다리뒤쪽스트레칭}",0.0119396829831248,0.816280127330605,0.0146269431085746,20.3318847348183,16155
"{넙다리안쪽스트레칭,옆구리스트레칭} => {허리스트레칭}",0.00882450107202168,0.826297577854671,0.0106795678802942,21.7577651846617,11940
"{넙다리안쪽스트레칭,엉덩이스트레칭} => {넙다리뒤쪽스트레칭}",0.0152189385322504,0.873615883925162,0.0174206293776066,21.7600023077358,20592
"{넙다리안쪽스트레칭,옆구리스트레칭} => {넙다리뒤쪽스트레칭}",0.0102568195877317,0.960415224913495,0.0106795678802942,23.921998094408,13878
"{바벨들어올리기,한발앞으로내밀고앉았다일어서기} => {앉았다일어서기}",0.00927829032312899,0.874904174506934,0.0106049217656984,4.23957098322774,12554
"{무릎높이들어뛰기,자전거타기} => {줄넘기운동}",0.0087025544491671,0.944948238504133,0.0092095567720655,13.6455757759638,11775
"{무릎높이들어뛰기,줄넘기운동} => {자전거타기}",0.0087025544491671,0.999236252545825,0.00870920608314099,18.6915738424147,11775
"{무릎높이들어뛰기,자전거타기} => {조깅}",0.00869959816740093,0.944627236979376,0.0092095567720655,10.9340841071585,11771
"{무릎높이들어뛰기,조깅} => {자전거타기}",0.00869959816740093,0.939875439156819,0.0092561182098827,17.5811787541865,11771
"{무릎높이들어뛰기,줄넘기운동} => {조깅}",0.00865377580002528,0.993635437881874,0.00870920608314099,11.5013552694023,11709
"{무릎높이들어뛰기,조깅} => {줄넘기운동}",0.00865377580002528,0.934924944107314,0.0092561182098827,13.5008338550379,11709
"{누워서하늘자전거,앉았다일어서기} => {엎드려버티기}",0.0086508195182591,0.805962955312263,0.0107335200225269,6.08950738579525,11705
"{물병옆으로들어올리기,허리굽혀팔뒤로들기} => {팔꿈치굽히기}",0.0107556921357732,0.807737137148249,0.0133158321452776,31.8613941214966,14553
"{물병옆으로들어올리기,엎드려서팔다리들기} => {팔꿈치굽히기}",0.00813494835006219,0.929802331474911,0.0087491158869843,36.6762863507801,11007
"{물병옆으로들어올리기,한발앞으로내밀고앉았다일어서기} => {팔꿈치굽히기}",0.0101274822604617,0.908205196182397,0.0111510948219986,35.8243819281613,13703
"{물병옆으로들어올리기,윗몸올리기} => {팔꿈치굽히기}",0.00931598291564767,0.887551049148007,0.0104962784107916,35.0096739140797,12605
"{물병옆으로들어올리기,앉았다일어서기} => {팔꿈치굽히기}",0.010967805352496,0.899284935159375,0.0121961404263402,35.4725199930712,14840
"{물병옆으로들어올리기,한발앞으로내밀고앉았다일어서기} => {앉았다일어서기}",0.00940910579128207,0.843783138918346,0.0111510948219986,4.08876607990934,12731
"{물병옆으로들어올리기,윗몸올리기} => {앉았다일어서기}",0.00959387340166779,0.914026193493874,0.0104962784107916,4.42914668915666,12981
"{엎드려서팔다리들기,허리굽혀팔뒤로들기} => {팔꿈치굽히기}",0.00814529533624379,0.931929646541519,0.00874024704168579,36.7601988275508,11021
"{누워서엉덩이들어올리기,허리굽혀팔뒤로들기} => {팔꿈치굽히기}",0.00802926127692156,0.893862103011354,0.00898266214651185,35.2586150178303,10864
"{한발앞으로내밀고앉았다일어서기,허리굽혀팔뒤로들기} => {팔꿈치굽히기}",0.0112050469642312,0.960286293387383,0.0116684441310786,37.878733880068,15161
"{윗몸올리기,허리굽혀팔뒤로들기} => {팔꿈치굽히기}",0.00951922728707196,0.929091827165837,0.0102457335311086,36.648260329968,12880
"{엎드려서팔다리들기,허리굽혀팔뒤로들기} => {앉았다일어서기}",0.00823102750746276,0.941738542195163,0.00874024704168579,4.56343393209648,11137
"{윗몸올리기,허리굽혀팔뒤로들기} => {한발앞으로내밀고앉았다일어서기}",0.00891688487721453,0.870302243381663,0.0102457335311086,10.8179225258817,12065
"{한발앞으로내밀고앉았다일어서기,허리굽혀팔뒤로들기} => {앉았다일어서기}",0.0104053727464818,0.891753230301495,0.0116684441310786,4.32121737391008,14079
"{달리기,허리굽혀팔뒤로들기} => {앉았다일어서기}",0.00991610811418047,0.911171477079796,0.0108828122517185,4.41531343378182,13417
"{윗몸올리기,허리굽혀팔뒤로들기} => {앉았다일어서기}",0.00950296773735802,0.927504869075958,0.0102457335311086,4.49446104420857,12858
"{팔굽혀펴기,허리굽혀팔뒤로들기} => {앉았다일어서기}",0.0110040198041316,0.872947936210131,0.0126055854509549,4.23009153237922,14889
"{윗몸올리기,턱걸이} => {앉았다일어서기}",0.00888214856646202,0.961286194208927,0.00923985866016876,4.65815705799137,12018
"{엎드려버티기,턱걸이} => {앉았다일어서기}",0.00937436948052956,0.957283018867925,0.00979268335044281,4.63875865241621,12684
"{턱걸이,팔굽혀펴기} => {앉았다일어서기}",0.0110823612709351,0.909228716953674,0.0121887497219247,4.40589929484173,14995
"{계단뛰어오르기,실외자전거타기} => {달리기}",0.0123993847977645,0.850717509254095,0.0145752081776666,6.93629436096706,16777
"{계단뛰어오르기,실내자전거타기} => {계단올라갔다내려오기}",0.0140253397691587,0.823118629364563,0.0170392690297705,9.75528164760394,18977
"{계단뛰어오르기,트레드밀에서걷기} => {줄넘기}",0.01138168479976,0.92626007458198,0.0122877851610915,11.2715926950798,15400
"{서서상체일으키기,앉아서밀기} => {앉아서다리펴기}",0.00813125299785448,0.925004203800235,0.0087905038317107,24.0683422041136,11002
"{서서상체일으키기,앉아서다리펴기} => {앉아서밀기}",0.00813125299785448,0.907531139156974,0.00895975096282402,34.2730801431139,11002
"{서서상체일으키기,앉아서밀기} => {앉아서다리밀기}",0.0086559930113499,0.984698167143097,0.0087905038317107,26.8342397887482,11712
"{서서상체일으키기,앉아서다리밀기} => {앉아서밀기}",0.0086559930113499,0.85676664228237,0.0101030929358908,32.3559495954785,11712
"{서서상체일으키기,앉아서밀기} => {앉아서당겨내리기}",0.00818298792876248,0.930889524129813,0.0087905038317107,21.7808155480627,11072
"{서서상체일으키기,앉아서당겨내리기} => {앉아서밀기}",0.00818298792876248,0.941096472588185,0.00869516374475168,35.540681124593,11072
"{서서상체일으키기,앉아서밀기} => {윗몸올리기}",0.00831675967868173,0.946107280982008,0.0087905038317107,8.07694648714122,11253
"{앉아서다리펴기,앉아서밀기} => {앉아서다리밀기}",0.0156394696134883,0.865940991120023,0.0180606643799827,23.597960242008,21161
"{앉아서다리밀기,앉아서밀기} => {앉아서다리펴기}",0.0156394696134883,0.900008506294658,0.0173770242215556,23.4179613747907,21161
"{앉아서다리펴기,앉아서밀기} => {앉아서당겨내리기}",0.0158212809421079,0.876007693252036,0.0180606643799827,20.4966985778924,21407
"{누워서엉덩이들어올리기,앉아서밀기} => {앉아서다리펴기}",0.00821920238039808,0.973817863397548,0.00844018444241939,25.338459527469,11121
"{실내자전거타기,앉아서밀기} => {앉아서다리펴기}",0.00814381719536071,0.85049397962334,0.00957539664062922,22.1296076926086,11019
"{앉아서다리밀기,앉아서밀기} => {앉아서당겨내리기}",0.0143054474665035,0.823239197005784,0.0173770242215556,19.2620290991885,19356
"{앉아서밀기,트레드밀에서걷기} => {앉아서다리밀기}",0.00804995524928476,0.954601226993865,0.00843279373800396,26.0140610417771,10892
"{앉아서다리밀기,트레드밀에서걷기} => {앉아서밀기}",0.00804995524928476,0.872686483454851,0.00922433818089636,32.9571653211195,10892
"{누워서엉덩이들어올리기,앉아서밀기} => {앉아서다리밀기}",0.00820442097156722,0.972066549912434,0.00844018444241939,26.4900126367157,11101
"{실내자전거타기,앉아서밀기} => {앉아서다리밀기}",0.00837440717312208,0.874575486261192,0.00957539664062921,23.8332608862096,11331
"{앉아서밀기,트레드밀에서걷기} => {앉아서당겨내리기}",0.00810834181416665,0.961524978089395,0.00843279373800396,22.4976193734667,10971
"{앉아서당겨내리기,트레드밀에서걷기} => {앉아서밀기}",0.00810834181416665,0.876207970609376,0.00925390099855807,33.0901549302497,10971
"{누워서엉덩이들어올리기,앉아서밀기} => {앉아서당겨내리기}",0.00810981995504974,0.960858143607706,0.00844018444241939,22.482016878788,10973
"{누워서엉덩이들어올리기,앉아서당겨내리기} => {앉아서밀기}",0.00810981995504974,0.836484220155511,0.00969512605215916,31.5899801988845,10973
"{실내자전거타기,앉아서밀기} => {앉아서당겨내리기}",0.00913121530526196,0.953612225995678,0.00957539664062921,22.3124779690751,12355
"{앉아서밀기,윗몸올리기} => {앉아서당겨내리기}",0.0129470359949477,0.961101662369013,0.0134710369380016,22.4877146947855,17518
"{앉아서밀기,엎드려버티기} => {앉아서당겨내리기}",0.0123180870491947,0.956005506481588,0.0128849540778581,22.3684755922809,16667
"{앉아서밀기,트레드밀에서걷기} => {실내자전거타기}",0.00830123919940933,0.984399649430324,0.00843279373800396,8.2794169975344,11232
"{실내자전거타기,앉아서밀기} => {트레드밀에서걷기}",0.00830123919940933,0.866934238962643,0.00957539664062921,9.82326786445673,11232
"{누워서엉덩이들어올리기,앉아서밀기} => {윗몸올리기}",0.00815416418154231,0.966112084063047,0.00844018444241939,8.24772809639345,11033
"{누워서엉덩이들어올리기,앉아서밀기} => {엎드려버티기}",0.00838475415930368,0.993432574430823,0.00844018444241939,7.50594671803775,11345
"{실내자전거타기,앉아서밀기} => {윗몸올리기}",0.00890875510235756,0.930379746835443,0.00957539664062921,7.94268005221363,12054
"{실내자전거타기,앉아서밀기} => {엎드려버티기}",0.00876611450713979,0.91548317381908,0.00957539664062922,6.91699477227541,11861
"{앉아서밀기,윗몸올리기} => {엎드려버티기}",0.0113447312776828,0.842157239260438,0.0134710369380016,6.36297573564091,15350
"{앉아서밀기,엎드려버티기} => {윗몸올리기}",0.0113447312776828,0.880463462200298,0.0128849540778581,7.51654321980653,15350
"{의자앞에서앉았다일어서기,팔굽혀펴기} => {엎드려버티기}",0.00887032343939733,0.803292952278964,0.0110424514670918,6.06933399806793,12002
"{앉았다일어서기,의자앞에서앉았다일어서기} => {엎드려버티기}",0.0085111352048075,0.802285077330361,0.0106086171179061,6.06171893101922,11516
"{누워서다리들어올리기,팔꿈치굽히기} => {한발앞으로내밀고앉았다일어서기}",0.00842096861093928,0.901138880101234,0.00934480666286784,11.201224246092,11394
"{누워서다리들어올리기,팔꿈치굽히기} => {앉았다일어서기}",0.00818077071743785,0.875434988927555,0.00934480666286784,4.2421431796816,11069
"{엎드려서팔다리들기,팔꿈치굽히기} => {한발앞으로내밀고앉았다일어서기}",0.00908095851523705,0.801761827079935,0.0113262545166442,9.9659599817399,12287
"{엎드려서팔다리들기,팔꿈치굽히기} => {윗몸올리기}",0.0091785158135207,0.810375203915171,0.0113262545166442,6.91819763794151,12419
"{엎드려서팔다리들기,팔꿈치굽히기} => {앉았다일어서기}",0.0100114482011395,0.883915171288744,0.0113262545166442,4.28323606290078,13546
"{누워서엉덩이들어올리기,팔꿈치굽히기} => {윗몸올리기}",0.00971951537673007,0.823223787167449,0.0118066503036471,7.02788638196694,13151
"{누워서엉덩이들어올리기,팔꿈치굽히기} => {앉았다일어서기}",0.00958500455636927,0.811830985915493,0.0118066503036471,3.93393378550534,12969
"{엎드려버티기,팔꿈치굽히기} => {한발앞으로내밀고앉았다일어서기}",0.00847418168273036,0.818590704647676,0.0103521596746908,10.1751441991883,11466
"{팔꿈치굽히기,한발앞으로내밀고앉았다일어서기} => {앉았다일어서기}",0.0130113351233619,0.900880155562378,0.0144429145686305,4.36544421455116,17605
"{앉았다일어서기,팔꿈치굽히기} => {한발앞으로내밀고앉았다일어서기}",0.0130113351233619,0.82718601700888,0.0157296362073566,10.2819845801207,17605
"{엎드려버티기,팔꿈치굽히기} => {윗몸올리기}",0.00929011545019367,0.897408438637824,0.0103521596746908,7.6612029964121,12570
"{윗몸올리기,팔꿈치굽히기} => {앉았다일어서기}",0.0119840272096174,0.891767035142716,0.0134385178385737,4.3212842687838,16215
"{엎드려버티기,팔꿈치굽히기} => {앉았다일어서기}",0.0091216073895219,0.881130863139859,0.0103521596746908,4.2697439887053,12342
"{서서뒤꿈치들기,엎드려서팔다리들기} => {앉았다일어서기}",0.00866412278620688,0.845022705975636,0.010253124235524,4.09477271775721,11723
"{서서뒤꿈치들기,한발앞으로내밀고앉았다일어서기} => {앉았다일어서기}",0.0101681311347466,0.811825101787927,0.0125250267728267,3.93390527246675,13758
"{서서뒤꿈치들기,실내자전거타기} => {앉았다일어서기}",0.00869812002651785,0.812271378286976,0.0107083916275144,3.93606781889297,11769
"{서서뒤꿈치들기,윗몸올리기} => {앉았다일어서기}",0.0102634712217056,0.897847029158854,0.0114312025193433,4.35074642813804,13887
"{누워다리들어올리기,앞굽이앉았다일어서기} => {팔굽혀펴기}",0.0101962158115252,0.997036929970369,0.0102265176996285,6.58274688260402,13796
"{누워다리들어올리기,앞굽이앉았다일어서기} => {앉았다일어서기}",0.0102213442065377,0.999494109994941,0.0102265176996285,4.84330324407202,13830
"{발바꿔뛰기,앞굽이앉았다일어서기} => {팔굽혀펴기}",0.0101777390504866,0.837652068126521,0.0121503180589645,5.53043861708366,13771
"{발바꿔뛰기,앞굽이앉았다일어서기} => {앉았다일어서기}",0.0108510322227322,0.893065693430657,0.0121503180589645,4.32757724823813,14682
"{앞굽이앉았다일어서기,윗몸일으키기} => {앉았다일어서기}",0.0126676673680445,0.886934023285899,0.0142825362828157,4.29786467904267,17140
"{앞굽이앉았다일어서기,전완대고버티기} => {앉았다일어서기}",0.0110232356356117,0.890288306571957,0.0123816471071674,4.31411871291685,14915
"{버피테스트,앞굽이앉았다일어서기} => {앉았다일어서기}",0.0120675421695117,0.892533070952225,0.013520554657585,4.32499629037969,16328
"{맨몸운동루틴프로그램,앞굽이앉았다일어서기} => {앉았다일어서기}",0.00958869990857699,0.939940592624792,0.010201389304616,4.55472150958215,12974
"{앞굽이앉았다일어서기,팔굽혀펴기} => {앉았다일어서기}",0.0155603890762432,0.909774436090226,0.0171035681581847,4.40854371589232,21054
"{누워다리들어올리기,앉았다일어서기} => {팔굽혀펴기}",0.0122892633019746,0.848021215830273,0.0144916932177723,5.59889894455033,16628
"{버피테스트,순간반응콘찍기} => {맨몸운동루틴프로그램}",0.0104135025213388,0.97098752670388,0.0107246511772284,10.7932342347788,14090
"{저항밴드운동루틴프로그램,전완대고버티기} => {맨몸운동루틴프로그램}",0.0112952135580994,0.831592121014256,0.0135826365746746,9.24375267761871,15283
"{저항밴드운동루틴프로그램,전완대고버티기} => {앉았다일어서기}",0.011305560544281,0.832353901403852,0.0135826365746746,4.03338279892983,15297
"{앉았다일어서기,저항밴드운동루틴프로그램} => {전완대고버티기}",0.011305560544281,0.862483085250338,0.0131081533512041,17.5642088617127,15297
"{발바꿔뛰기,자전거타기} => {줄넘기운동}",0.00915560462983287,0.978978978978979,0.00935219736728327,14.13699851103,12388
"{발바꿔뛰기,줄넘기운동} => {자전거타기}",0.00915560462983287,0.975356271159751,0.00938693367803579,18.2448782443556,12388
"{발바꿔뛰기,자전거타기} => {조깅}",0.00934776294463402,0.999525841631105,0.00935219736728327,11.569536841453,12648
"{발바꿔뛰기,조깅} => {자전거타기}",0.00934776294463402,0.992077810024316,0.00942240905922984,18.5576690159569,12648
"{발바꿔뛰기,자전거타기} => {수영}",0.00900852961196585,0.963252726410621,0.00935219736728327,6.45650795203984,12189
"{발바꿔뛰기,수영} => {자전거타기}",0.00900852961196585,0.978643115214773,0.00920512234941624,18.3063614903912,12189
"{발바꿔뛰기,줄넘기운동} => {조깅}",0.00916151719336522,0.9759861428234,0.00938693367803579,11.2970642336933,12396
"{발바꿔뛰기,조깅} => {줄넘기운동}",0.00916151719336522,0.972311553847361,0.00942240905922984,14.0407172004176,12396
"{발바꿔뛰기,줄넘기운동} => {수영}",0.0090646989655231,0.965671994331155,0.00938693367803579,6.47272386520444,12265
"{발바꿔뛰기,수영} => {줄넘기운동}",0.0090646989655231,0.984745082296267,0.00920512234941625,14.2202642355872,12265
"{발바꿔뛰기,조깅} => {수영}",0.0090491784862507,0.960389050121578,0.00942240905922984,6.43731325035322,12244
"{발바꿔뛰기,수영} => {조깅}",0.0090491784862507,0.983059012444801,0.00920512234941624,11.3789328780558,12244
"{발바꿔뛰기,팔굽혀펴기} => {앉았다일어서기}",0.0110446686784164,0.813766064038336,0.013572289588493,3.94331069934223,14944
"{달리기,전신루틴스트레칭} => {목스트레칭}",0.00974094841953481,0.864489046307228,0.0112678679517624,18.5861024024381,13180
"{앉았다일어서기,전신루틴스트레칭} => {목스트레칭}",0.0105132770309471,0.853022307507796,0.0123247386831686,18.3395729843285,14225
"{달리기,전신루틴스트레칭} => {수영}",0.00927016054827202,0.822707595434868,0.0112678679517624,5.51445948346524,12543
"{서서상체일으키기,앉아서다리펴기} => {앉아서다리밀기}",0.00891614580677299,0.995133217850367,0.00895975096282402,27.1186077933104,12064
"{서서상체일으키기,앉아서다리밀기} => {앉아서다리펴기}",0.00891614580677299,0.882516459400146,0.0101030929358908,22.9628233670089,12064
"{서서상체일으키기,앉아서다리펴기} => {앉아서당겨내리기}",0.00825615590247522,0.921471582941516,0.00895975096282402,21.5604559516255,11171
"{서서상체일으키기,앉아서당겨내리기} => {앉아서다리펴기}",0.00825615590247522,0.949511262218445,0.00869516374475168,24.706008785522,11171
"{서서상체일으키기,앉아서다리펴기} => {실내자전거타기}",0.00821624609863191,0.917017239957106,0.00895975096282402,7.7126887722143,11117
"{서서상체일으키기,앉아서다리펴기} => {윗몸올리기}",0.00833745365104493,0.930545244576425,0.00895975096282402,7.94409291143639,11281
"{서서상체일으키기,앉아서다리밀기} => {앉아서당겨내리기}",0.00827315452263071,0.818873445501097,0.0101030929358908,19.1598798905151,11194
"{서서상체일으키기,앉아서당겨내리기} => {앉아서다리밀기}",0.00827315452263071,0.951466213344666,0.00869516374475167,25.9286280524504,11194
"{서서상체일으키기,앉아서다리밀기} => {누워서엉덩이들어올리기}",0.00816081581551619,0.807754206291148,0.0101030929358908,9.98494981249835,11042
"{서서상체일으키기,앉아서다리밀기} => {실내자전거타기}",0.00857912968542945,0.8491587417703,0.0101030929358908,7.14195634292083,11608
"{서서상체일으키기,앉아서다리밀기} => {윗몸올리기}",0.00886145459409882,0.87710314557425,0.0101030929358908,7.48785609508609,11990
"{서서상체일으키기,앉아서다리밀기} => {엎드려버티기}",0.00826132939556602,0.817702999268471,0.0101030929358908,6.17821007853029,11178
"{서서상체일으키기,앉아서당겨내리기} => {윗몸올리기}",0.00854143709291076,0.98232044198895,0.00869516374475168,8.38609933847507,11557
"{서서상체일으키기,앉아서당겨내리기} => {엎드려버티기}",0.00804625989707705,0.925371865703357,0.00869516374475168,6.99170944975315,10887
"{서서상체일으키기,트레드밀에서걷기} => {실내자전거타기}",0.00975572982836567,0.927487352445194,0.0105184505240379,7.80074896946257,13200
"{서서상체일으키기,실내자전거타기} => {트레드밀에서걷기}",0.00975572982836567,0.856475473656891,0.0113905536450585,9.70475916043689,13200
"{서서상체일으키기,트레드밀에서걷기} => {윗몸올리기}",0.00940762765039899,0.894392917369309,0.0105184505240379,7.6354594000925,12729
"{서서상체일으키기,트레드밀에서걷기} => {엎드려버티기}",0.00901887659814745,0.857433951658235,0.0105184505240379,6.4783999649605,12203
"{누워서엉덩이들어올리기,서서상체일으키기} => {윗몸올리기}",0.0164716629306656,0.875820332455692,0.018807125525941,7.47690468067478,22287
"{서서상체일으키기,실내자전거타기} => {윗몸올리기}",0.00917555953175453,0.805541136776538,0.0113905536450585,6.87692906049915,12415
